Name,year,AcresBurned,Counties,Started,Extinguished,Latitude,Longitude,MajorIncident,PersonnelInvolved,duration_days,start_date,day_of_year
Sway Fire,2017,19,Humboldt,2017-08-01T10:23:00Z,2018-01-09T12:16:00Z,40.39799,-123.57562,FALSE,NA,161.07847222222222,2017-08-01,213
Camatta Fire,2017,70,San Luis Obispo,2017-08-02T10:33:00Z,2018-01-09T12:17:00Z,35.4403,-120.2913,FALSE,NA,160.07222222222222,2017-08-02,214
Sandy Fire,2017,32,Trinity,2017-08-02T11:13:00Z,2018-01-09T12:16:00Z,40.804,-123.375,FALSE,NA,160.04375,2017-08-02,214
Blocksburg Fire,2017,30,Humboldt,2017-08-03T16:41:00Z,2018-01-09T12:18:00Z,40.27582,-123.64281,FALSE,NA,158.8173611111111,2017-08-03,215
Bryant Fire,2017,325,San Bernardino,2017-08-03T15:35:00Z,2018-01-09T12:18:00Z,34.08492,-117.03826,TRUE,NA,158.86319444444445,2017-08-03,215
Parker 2 Fire,2017,7697,Modoc,2017-08-03T14:00:00Z,2018-01-09T12:18:00Z,41.466,-120.321,FALSE,NA,158.92916666666667,2017-08-03,215
Rincon Fire,2017,10,Los Angeles,2017-08-03T16:21:00Z,2018-01-09T12:18:00Z,34.23925,-117.85182,FALSE,NA,158.83125,2017-08-03,215
Saw Fire,2017,85,Humboldt,2017-08-03T11:58:00Z,2018-01-09T12:17:00Z,40.11794,-123.76099,FALSE,NA,159.01319444444445,2017-08-03,215
Stewart Fire,2017,122,Riverside,2017-08-04T14:25:00Z,2018-01-09T12:19:00Z,34.009026,-117.239099,FALSE,NA,157.9125,2017-08-04,216
Calgary Fire,2017,50,Kern,2017-08-05T13:16:00Z,2018-01-09T12:19:00Z,35.70639,-118.47307,FALSE,NA,156.96041666666667,2017-08-05,217
Chilcoot Fire,2017,1020,Plumas,2017-08-06T15:32:00Z,2018-01-09T12:20:00Z,39.75371,-120.1397,FALSE,NA,155.86666666666667,2017-08-06,218
Poslin Fire,2017,859,Lassen,2017-08-06T19:52:00Z,2018-01-09T12:21:00Z,39.888,-120.066,FALSE,NA,155.68680555555557,2017-08-06,218
W-2 Fire,2017,530,Lassen,2017-08-06T15:29:00Z,2018-01-09T12:20:00Z,41.11989,-120.74968,FALSE,NA,155.86875,2017-08-06,218
Country Fire,2017,82,Monterey,2017-08-07T18:08:00Z,2018-01-09T12:27:00Z,35.86596,-120.64584,FALSE,NA,154.76319444444445,2017-08-07,219
Ruth Complex,2017,4736,Trinity,2017-08-07T22:30:00Z,2018-01-09T12:27:00Z,40.17598,-123.36882,FALSE,NA,154.58125,2017-08-07,219
Young Fire,2017,3142,Siskiyou,2017-08-07T17:45:00Z,2018-01-09T12:26:00Z,41.853,-123.676,FALSE,NA,154.77847222222223,2017-08-07,219
Bottle Fire,2017,62,Lake,2017-08-08T16:40:00Z,2018-01-09T12:28:00Z,38.94599,-122.81135,TRUE,NA,153.825,2017-08-08,220
Rose Fire,2017,338,Kern,2017-08-10T14:32:00Z,2018-01-09T12:31:00Z,34.92907,-118.9267,TRUE,NA,151.91597222222222,2017-08-10,222
Tilton Fire,2017,100,Santa Clara,2017-08-11T14:55:00Z,2018-01-09T12:39:00Z,37.14653,-121.68165,FALSE,NA,150.90555555555557,2017-08-11,223
Yankee Fire,2017,775,San Luis Obispo,2017-08-11T16:06:00Z,2018-01-09T12:36:00Z,35.7908,-120.77485,FALSE,NA,150.85416666666666,2017-08-11,223
Blaine Fire,2017,1044,Riverside,2017-08-13T16:10:00Z,2018-01-09T12:38:00Z,33.98212,-117.30819,TRUE,NA,148.8527777777778,2017-08-13,225
Coronado Fire,2017,125,Mariposa,2017-08-13T16:23:00Z,2018-01-09T12:40:00Z,37.62823,-120.30046,FALSE,NA,148.8451388888889,2017-08-13,225
Mias Fire,2017,545,Riverside,2017-08-14T15:45:00Z,2018-01-09T12:42:00Z,33.95036,-116.88066,TRUE,NA,147.87291666666667,2017-08-14,226
Miller Complex,2017,39715,Siskiyou,2017-08-14T14:00:00Z,2018-01-09T12:42:00Z,42.039,-123.218,FALSE,NA,147.94583333333333,2017-08-14,226
South Fork Fire,2017,7000,Mariposa,2017-08-14T14:28:00Z,2018-01-09T12:39:00Z,37.538,-119.598,FALSE,NA,147.92430555555555,2017-08-14,226
Eclipse Complex,2017,78698,Siskiyou,2017-08-15T07:55:00Z,2018-01-09T12:43:00Z,41.841,-123.474,FALSE,NA,147.2,2017-08-15,227
Corner Fire,2017,17,Shasta,2017-08-17T14:15:00Z,2018-01-09T12:42:00Z,40.92602,-121.5935,TRUE,20,144.93541666666667,2017-08-17,229
Toll Fire,2017,186,Plumas,2017-08-20T16:26:00Z,2018-01-09T12:43:00Z,39.9864,-120.89746,FALSE,NA,141.8451388888889,2017-08-20,232
Eclipse Fire,2017,200,San Diego,2017-08-21T14:00:00Z,2018-01-09T12:43:00Z,32.65003,-116.42907,TRUE,NA,140.9465277777778,2017-08-21,233
Juniper Fire,2017,31,Fresno,2017-08-23T13:28:00Z,2018-01-09T12:44:00Z,36.099681,-120.443545,FALSE,NA,138.96944444444443,2017-08-23,235
I-5 Fire,2017,2312,Kings,2017-08-24T18:13:00Z,2018-01-09T12:44:00Z,36.05187,-120.05404,FALSE,NA,137.77152777777778,2017-08-24,236
Montezuma Fire,2017,62,San Diego,2017-08-26T11:30:00Z,2018-01-09T12:44:00Z,33.20988,-116.46989,FALSE,NA,136.05138888888888,2017-08-26,238
Peg Fire,2017,157,Lassen,2017-08-26T12:35:00Z,2018-01-09T12:44:00Z,40.80968,-120.48641,FALSE,NA,136.00625,2017-08-26,238
Vestal Fire,2017,40,Tehama,2017-08-26T15:03:00Z,2018-01-09T12:45:00Z,40.29831,-122.70449,FALSE,NA,135.90416666666667,2017-08-26,238
Bodega Fire,2017,18,Sonoma,2017-08-27T13:30:00Z,2018-01-09T12:45:00Z,38.26294,-122.71998,FALSE,NA,134.96875,2017-08-27,239
Mines Fire,2017,44,Alameda,2017-08-27T17:45:00Z,2018-01-09T12:45:00Z,37.56181,-121.56425,FALSE,NA,134.79166666666666,2017-08-27,239
Sandra Fire,2017,10,Amador,2017-08-28T17:06:00Z,2018-01-09T12:46:00Z,38.34421,-120.72274,FALSE,NA,133.81944444444446,2017-08-28,240
Translator Fire,2017,40,Humboldt,2017-08-28T08:01:00Z,2018-01-09T12:46:00Z,41.02705,-123.63721,FALSE,NA,134.19791666666666,2017-08-28,240
Mud Fire,2017,6042,Lassen,2017-08-29T14:36:00Z,2018-01-09T12:47:00Z,40.43962,-120.22215,FALSE,NA,132.92430555555555,2017-08-29,241
Owens Fire,2017,55,Siskiyou,2017-08-29T15:39:00Z,2018-01-09T12:47:00Z,41.99483,-121.90077,FALSE,NA,132.88055555555556,2017-08-29,241
Pier Fire,2017,36556,Tulare,2017-08-29T08:29:00Z,2018-01-09T12:47:00Z,36.15356,-118.74103,TRUE,1728,133.17916666666667,2017-08-29,241
Ponderosa Fire,2017,4016,Butte,2017-08-29T13:16:00Z,2018-08-30T15:27:00Z,39.57701,-121.30209,FALSE,NA,366.0909722222222,2017-08-29,241
Railroad Fire,2017,12407,Madera,2017-08-29T12:19:00Z,2018-01-09T12:46:00Z,37.44663,-119.64622,FALSE,NA,133.01875,2017-08-29,241
Slinkard Fire,2017,8925,Mono,2017-08-29T15:15:00Z,2018-01-09T12:47:00Z,38.655,-119.55425,FALSE,NA,132.8972222222222,2017-08-29,241
4-10 Fire,2017,27,Modoc,2017-08-30T14:50:00Z,2018-01-09T12:48:00Z,41.64469,-120.31814,TRUE,NA,131.9152777777778,2017-08-30,242
4-4 Fire,2017,28,Modoc,2017-08-30T11:38:00Z,2018-01-09T12:48:00Z,41.4844,-120.36659,FALSE,NA,132.04861111111111,2017-08-30,242
Coalinga Fire,2017,102,Fresno,2017-08-30T16:51:00Z,2018-01-09T12:48:00Z,36.36113,-120.32685,FALSE,NA,131.83125,2017-08-30,242
Helena - Fork Fire,2017,21846,Trinity,2017-08-30T18:00:00Z,2018-01-09T12:49:00Z,40.76025,-123.10003,FALSE,NA,131.78402777777777,2017-08-30,242
Pleasant Fire,2017,392,Nevada,2017-08-30T15:38:00Z,2018-01-09T12:48:00Z,39.34292,-121.12004,TRUE,48,131.88194444444446,2017-08-30,242
R-4 Fire,2017,18618,Lassen,2017-08-30T08:30:00Z,2018-01-09T12:48:00Z,40.69573,-119.93499,FALSE,NA,132.17916666666667,2017-08-30,242
Castaic Fire,2017,30,Los Angeles,2017-08-31T16:32:00Z,2018-03-22T16:34:00Z,34.52055,-118.62882,FALSE,NA,203.0013888888889,2017-08-31,243
Marlborough Fire,2017,85,Riverside,2017-08-31T10:13:00Z,2018-01-09T12:49:00Z,117.337331,34.015742,FALSE,NA,131.10833333333332,2017-08-31,243
Miller Fire,2017,34,Humboldt,2017-08-31T13:57:00Z,2018-01-09T12:49:00Z,40.03697,-123.64214,FALSE,NA,130.95277777777778,2017-08-31,243
Caldwell Fire,2017,1319,Kern,2017-09-01T14:37:00Z,2018-01-09T12:50:00Z,35.76,-118.406,FALSE,NA,129.92569444444445,2017-09-01,244
Hopper Fire,2017,25,Shasta,2017-09-01T11:21:00Z,2018-01-09T12:49:00Z,40.71923,-122.02525,FALSE,NA,130.0611111111111,2017-09-01,244
La Tuna Fire,2017,7194,Los Angeles,2017-09-01T13:26:00Z,2018-01-09T12:49:00Z,34.22957,-118.2674,FALSE,NA,129.97430555555556,2017-09-01,244
Palmer Fire,2017,3874,Riverside,2017-09-02T13:33:00Z,2018-01-09T12:50:00Z,33.97471,-117.09984,TRUE,NA,128.9701388888889,2017-09-02,245
Bally Fire,2017,100,Santa Clara,2017-09-03T19:17:00Z,2018-01-09T12:50:00Z,36.99092,-121.59899,FALSE,NA,127.73125,2017-09-03,246
Margarita Fire,2017,120,San Luis Obispo,2017-09-03T16:59:00Z,2018-01-09T12:50:00Z,35.31886,-120.50886,FALSE,NA,127.82708333333333,2017-09-03,246
Mills File,2017,79,Plumas,2017-09-03T20:32:00Z,2018-01-09T13:18:00Z,40.13278,-120.9204,FALSE,NA,127.6986111111111,2017-09-03,246
Mission Fire,2017,1035,Madera,2017-09-03T13:06:00Z,2018-01-09T13:18:00Z,37.21616,-119.48067,TRUE,NA,128.00833333333333,2017-09-03,246
Peak Fire,2017,680,Mariposa,2017-09-03T13:10:00Z,2018-01-09T12:51:00Z,37.37397,-119.83556,TRUE,8,127.98680555555555,2017-09-03,246
Eureka Fire,2017,2575,Plumas,2017-09-05T18:38:00Z,2018-01-09T13:18:00Z,39.75312,-120.75485,FALSE,NA,125.77777777777777,2017-09-05,248
Mule Fire,2017,21,Lake,2017-09-05T14:55:00Z,2018-01-09T13:19:00Z,39.01748,-122.49327,FALSE,NA,125.93333333333334,2017-09-05,248
Border 9 Fire,2017,25,San Diego,2017-09-07T15:41:00Z,2018-01-09T13:19:00Z,32.59252,-116.61609,FALSE,NA,123.90138888888889,2017-09-07,250
Rattlesnake Fire,2017,0,Mariposa,2017-09-07T15:00:00Z,2018-01-09T13:19:00Z,37.73596,-119.78256,FALSE,NA,123.92986111111111,2017-09-07,250
Ellie Fire,2017,34,Riverside,2017-09-10T13:49:00Z,2018-01-09T13:19:00Z,33.73547,-117.33364,FALSE,NA,120.97916666666667,2017-09-10,253
Shaver Fire,2017,10,Fresno,2017-09-11T10:00:00Z,2018-01-09T13:19:00Z,37.10067,-119.32109,FALSE,NA,120.13819444444445,2017-09-11,254
Skeggs Fire,2017,50,San Mateo,2017-09-11T19:41:00Z,2018-01-09T13:20:00Z,37.41591,-122.3001,TRUE,85,119.73541666666667,2017-09-11,254
Berry Fire,2017,995,Shasta,2017-09-12T06:58:00Z,2018-01-09T13:21:00Z,40.98352,-121.81623,TRUE,317,119.26597222222222,2017-09-12,255
Hole Fire,2017,40,Del Norte,2017-09-12T12:45:00Z,2018-01-09T13:20:00Z,41.98128,-124.01168,FALSE,NA,119.02430555555556,2017-09-12,255
Pacific Fire,2017,12,Butte,2017-09-12T17:24:00Z,2018-01-09T13:21:00Z,39.44257,-121.60683,FALSE,NA,118.83125,2017-09-12,255
Skeleton Fire,2017,200,Lake,2017-09-12T14:36:00Z,2018-01-09T13:20:00Z,39.44543,-122.85194,FALSE,NA,118.94722222222222,2017-09-12,255
Slides Fire,2017,58,Lake,2017-09-12T16:08:00Z,2018-01-09T13:20:00Z,39.42604,-123.03344,FALSE,NA,118.88333333333334,2017-09-12,255
Eastman Fire,2017,429,Madera,2017-09-18T16:04:00Z,2018-01-09T13:21:00Z,37.14624,-120.015509,FALSE,NA,112.88680555555555,2017-09-18,261
Corral Fire,2017,155,Alameda,2017-09-19T14:05:00Z,2018-04-05T10:48:00Z,37.63358,-121.49925,FALSE,NA,197.86319444444445,2017-09-19,262
Grape Fire,2017,146,Mendocino,2017-09-19T13:02:00Z,2018-01-09T13:22:00Z,39.02482,-123.1362,TRUE,NA,112.01388888888889,2017-09-19,262
Dexter Fire,2017,10,Mariposa,2017-09-20T14:53:00Z,2018-01-09T13:23:00Z,37.76888,-120.15846,FALSE,NA,110.9375,2017-09-20,263
Huasna Fire,2017,245,San Luis Obispo,2017-09-20T13:41:00Z,2018-01-09T13:23:00Z,35.12269,-120.39387,TRUE,NA,110.9875,2017-09-20,263
Cove Fire,2017,25,San Luis Obispo,2017-09-23T15:40:00Z,2018-01-09T13:23:00Z,35.76343,-121.04445,FALSE,NA,107.90486111111112,2017-09-23,266
Estate Fire,2017,55,Solano,2017-09-23T11:05:00Z,2018-01-09T13:23:00Z,38.4446,-122.0041,TRUE,NA,108.09583333333333,2017-09-23,266
32 Fire,2017,28,Butte,2017-09-25T11:03:00Z,2018-01-09T13:24:00Z,39.8255,-121.7127,FALSE,NA,106.09791666666666,2017-09-25,268
Edwards Fire,2017,22,Alameda,2017-09-26T12:22:00Z,2018-01-09T13:25:00Z,37.77982,-122.169,FALSE,NA,105.04375,2017-09-26,269
Jasper Fire,2017,26,Yuba,2017-09-26T15:20:00Z,2018-01-09T13:25:00Z,39.03168,-121.40947,FALSE,NA,104.92013888888889,2017-09-26,269
Linne Fire,2017,74,San Luis Obispo,2017-09-26T16:45:00Z,2018-01-09T13:26:00Z,35.5956,-120.56068,FALSE,NA,104.86180555555555,2017-09-26,269
Poly Fire,2017,105,San Luis Obispo,2017-09-26T15:30:00Z,2018-01-09T13:26:00Z,35.3024,-120.65279,FALSE,NA,104.91388888888889,2017-09-26,269
Lion Fire,2017,18900,Tulare,2017-09-27T14:00:00Z,2018-01-09T13:27:00Z,36.27138,-118.48555,FALSE,NA,103.97708333333334,2017-09-27,270
Lakewood Fire,2017,40,Kern,2017-09-29T15:58:00Z,2018-01-09T13:29:00Z,35.59302,-118.46734,FALSE,NA,101.89652777777778,2017-09-29,272
Melba Fire,2017,35,Riverside,2017-09-29T18:01:00Z,2018-01-09T13:28:00Z,33.74925,-117.10301,FALSE,NA,101.81041666666667,2017-09-29,272
Rucker Fire,2017,444,Santa Barbara,2017-09-29T14:42:00Z,2018-01-09T13:28:00Z,34.67403,-120.4393,FALSE,NA,101.9486111111111,2017-09-29,272
Timm Fire,2017,100,Solano,2017-10-02T09:37:00Z,2018-01-09T13:29:00Z,38.43658,-121.97233,FALSE,NA,99.16111111111111,2017-10-02,275
Ramblin Fire,2017,17,Mariposa,2017-10-03T11:44:00Z,2018-01-09T13:29:00Z,37.41231,-119.87465,FALSE,NA,98.07291666666667,2017-10-03,276
Ridge Fire,2017,87,Lake,2017-10-06T14:38:00Z,2018-01-09T13:29:00Z,39.15016,-122.576,TRUE,NA,94.95208333333333,2017-10-06,279
Atlas Fire (Southern LNU Complex),2017,51624,Napa,2017-10-08T21:52:00Z,2018-02-09T09:37:00Z,38.39206,-122.24367,TRUE,NA,123.48958333333333,2017-10-08,281
Blue Fire,2017,20,Humboldt,2017-10-08T16:40:00Z,2018-01-09T13:30:00Z,40.88516,-123.96844,TRUE,NA,92.86805555555556,2017-10-08,281
Cascade Fire (Wind Complex),2017,9989,Yuba,2017-10-08T23:03:00Z,2018-02-09T09:39:00Z,39.32198,-121.4021,TRUE,NA,123.44166666666666,2017-10-08,281
Cherokee Fire,2017,8417,Butte,2017-10-08T21:45:00Z,2018-02-09T09:48:00Z,39.62496,-121.52966,TRUE,97,123.50208333333333,2017-10-08,281
Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2017,56556,Napa,2017-10-08T22:00:00Z,2018-02-09T09:30:00Z,38.4041,-122.5209,TRUE,NA,123.47916666666667,2017-10-08,281
Partrick Fire (Central LNU Complex),2017,0,Napa,2017-10-08T23:48:00Z,2018-01-09T13:33:00Z,38.31802,-122.39052,TRUE,NA,92.57291666666667,2017-10-08,281
Redwood Valley Fire (Mendocino Lake Complex),2017,36523,Mendocino,2017-10-08T23:36:00Z,2018-02-09T08:56:00Z,39.24873,-123.16635,TRUE,NA,123.38888888888889,2017-10-08,281
Sulphur Fire (Mendocino Lake Complex),2017,2207,Lake,2017-10-08T23:59:00Z,2018-02-09T09:29:00Z,39.01387,-122.64543,TRUE,NA,123.39583333333333,2017-10-08,281
Tubbs Fire (Central LNU Complex),2017,36807,Napa,2017-10-08T21:45:00Z,2018-02-09T09:27:00Z,38.60895,-122.62879,TRUE,NA,123.4875,2017-10-08,281
37 Fire,2017,1660,Sonoma,2017-10-09T14:00:00Z,2018-01-09T13:34:00Z,38.14242,-122.47301,FALSE,NA,91.98194444444445,2017-10-09,282
Adobe Fire (Central LNU Complex),2017,1868,Sonoma,2017-10-09T01:00:00Z,2018-01-09T13:33:00Z,0,0,TRUE,NA,92.52291666666666,2017-10-09,282
Canyon 2 Fire,2017,9217,Orange,2017-10-09T09:51:00Z,2018-04-05T10:47:00Z,33.87041,-117.70975,TRUE,677,178.0388888888889,2017-10-09,282
LaPorte Fire (Wind Complex),2017,6151,Butte,2017-10-09T00:57:00Z,2018-02-09T09:50:00Z,39.39455,-121.40613,TRUE,NA,123.37013888888889,2017-10-09,282
Lobo Fire (Wind Complex),2017,821,Nevada,2017-10-09T00:01:00Z,2018-02-09T09:51:00Z,39.24549,-121.12792,TRUE,NA,123.40972222222223,2017-10-09,282
McCourtney Fire (Wind Complex),2017,76,Nevada,2017-10-09T00:00:00Z,2018-02-09T09:52:00Z,39.19325,-121.08406,TRUE,NA,123.41111111111111,2017-10-09,282
Pocket Fire (Central LNU Complex),2017,17357,Sonoma,2017-10-09T03:30:00Z,2018-02-09T09:32:00Z,38.76549,-122.90939,TRUE,NA,123.25138888888888,2017-10-09,282
Pozo Fire,2017,45,San Luis Obispo,2017-10-09T14:30:00Z,2018-01-09T13:34:00Z,35.28738,-120.44448,FALSE,NA,91.96111111111111,2017-10-09,282
Pressley Fire (Central LNU Complex),2017,0,Sonoma,2017-10-09T01:30:00Z,2018-01-09T13:34:00Z,38.36685,-122.64001,TRUE,NA,92.50277777777778,2017-10-09,282
Ice Fire,2017,29,El Dorado,2017-10-10T15:36:00Z,2018-01-09T13:35:00Z,38.77921,-120.46234,FALSE,NA,90.91597222222222,2017-10-10,283
Portola Fire,2017,23,Riverside,2017-10-10T14:57:00Z,2018-01-09T13:32:00Z,33.50488,-117.02132,FALSE,NA,90.94097222222223,2017-10-10,283
Quarry Fire,2017,183,Kern,2017-10-12T10:42:00Z,2018-01-09T13:36:00Z,35.19008,-118.76152,FALSE,NA,89.12083333333334,2017-10-12,285
Lynch Fire,2017,73,San Luis Obispo,2017-10-13T12:14:00Z,2018-01-09T13:37:00Z,35.78616,-120.96514,FALSE,NA,88.05763888888889,2017-10-13,286
Long Fire,2017,100,Lake,2017-10-14T05:00:00Z,2018-01-09T13:38:00Z,39.0199,-122.57487,FALSE,NA,87.35972222222222,2017-10-14,287
Oakmont Fire (Central LNU Complex),2017,100,Sonoma,2017-10-14T20:35:00Z,2018-04-05T12:01:00Z,38.46123,-122.58152,TRUE,NA,172.64305555555555,2017-10-14,287
York Fire,2017,31,Monterey,2017-10-15T14:55:00Z,2018-01-09T13:40:00Z,36.5858,-121.80377,FALSE,NA,85.94791666666667,2017-10-15,288
Bear Fire,2017,391,Santa Cruz,2017-10-16T22:30:00Z,2018-01-09T13:41:00Z,37.18356,-122.07012,TRUE,10,84.63263888888889,2017-10-16,289
Buffalo Fire,2017,1088,San Diego,2017-10-17T10:19:00Z,2018-01-09T13:41:00Z,33.402411,-117.402445,FALSE,NA,84.14027777777778,2017-10-17,290
Wilson Fire,2017,50,Los Angeles,2017-10-17T03:43:00Z,2018-01-09T13:40:00Z,34.22551,-118.05545,FALSE,NA,84.41458333333334,2017-10-17,290
Milton Fire,2017,13,Stanislaus,2017-10-18T12:53:00Z,2018-01-09T13:41:00Z,37.89532,-120.84748,FALSE,NA,83.03333333333333,2017-10-18,291
Church Fire,2017,100,San Diego,2017-10-21T13:04:00Z,2018-01-09T13:41:00Z,32.64962,-116.37345,FALSE,NA,80.02569444444444,2017-10-21,294
Extension Fire,2017,50,Riverside,2017-10-23T10:31:00Z,2018-01-09T13:42:00Z,33.8826,-117.00589,FALSE,NA,78.13263888888889,2017-10-23,296
Vista Fire,2017,86,Ventura,2017-10-24T14:44:00Z,2018-01-09T13:45:00Z,34.34949,-119.30918,FALSE,NA,76.95902777777778,2017-10-24,297
Tank Fire,2017,50,Kern,2017-10-26T11:55:00Z,2018-01-09T13:45:00Z,35.21556,-118.56578,FALSE,NA,75.07638888888889,2017-10-26,299
Wildomar Fire,2017,866,Riverside,2017-10-26T12:34:00Z,2018-01-09T13:45:00Z,33.60247,-117.34192,FALSE,NA,75.04930555555555,2017-10-26,299
Roser Fire,2017,43,Tehama,2017-11-02T14:40:00Z,2018-01-09T13:46:00Z,39.81517,-122.28165,FALSE,NA,67.9625,2017-11-02,306
Chris Fire,2017,370,Mono,2017-11-13T11:28:00Z,2018-01-09T13:46:00Z,38.46111,-119.48284,FALSE,NA,57.09583333333333,2017-11-13,317
Palm Fire,2017,40,Riverside,2017-11-14T16:11:00Z,2018-01-09T13:46:00Z,33.90327,-116.50151,FALSE,NA,55.89930555555556,2017-11-14,318
Bitterwater Fire,2017,47,San Benito,2017-11-25T16:46:00Z,2018-01-09T13:46:00Z,36.38109,-121.00391,FALSE,NA,44.875,2017-11-25,329
Riverdale Fire,2017,40,Riverside,2017-12-04T12:26:00Z,2018-01-09T13:47:00Z,33.96514,-117.4764,FALSE,NA,36.05625,2017-12-04,338
Thomas Fire,2017,281893,Santa Barbara,2017-12-04T18:28:00Z,2019-03-14T11:24:00Z,34.41521,-119.09124,TRUE,NA,464.7055555555556,2017-12-04,338
Little Mountain Fire,2017,260,San Bernardino,2017-12-05T13:35:00Z,2018-01-09T13:47:00Z,34.16564,-117.33334,FALSE,NA,35.00833333333333,2017-12-05,339
Meyers Fire,2017,34,San Bernardino,2017-12-05T13:28:00Z,2018-01-09T13:47:00Z,34.21829,-117.40625,FALSE,NA,35.013194444444444,2017-12-05,339
Rye Fire,2017,6049,Los Angeles,2017-12-05T11:31:00Z,2018-01-18T09:58:00Z,34.45283,-118.58188,TRUE,652,43.93541666666667,2017-12-05,339
Skirball Fire,2017,422,Los Angeles,2017-12-06T06:31:00Z,2018-01-23T08:11:00Z,34.09454,-118.48178,TRUE,NA,48.06944444444444,2017-12-06,340
Liberty Fire,2017,300,Riverside,2017-12-07T13:14:00Z,2018-01-09T13:47:00Z,33.59257,-117.14979,FALSE,NA,33.02291666666667,2017-12-07,341
Lilac Fire,2017,4100,San Diego,2017-12-07T11:15:00Z,2018-01-09T13:47:00Z,33.3237,-117.163,TRUE,NA,33.105555555555554,2017-12-07,341
Longhorn Fire,2017,19,Riverside,2017-12-13T15:27:00Z,2018-01-09T13:49:00Z,33.88994,-116.91023,FALSE,NA,26.931944444444444,2017-12-13,347
Coast Fire,2017,14,Santa Barbara,2017-12-14T12:59:00Z,2018-01-09T13:49:00Z,34.605358,-120.414875,FALSE,NA,26.03472222222222,2017-12-14,348
Drum Fire,2017,14,Santa Barbara,2017-12-16T12:21:00Z,2018-01-09T13:49:00Z,34.71796,-120.27077,FALSE,NA,24.06111111111111,2017-12-16,350
Riverbottom Fire,2017,45,Riverside,2017-12-21T11:16:00Z,2018-01-09T13:49:00Z,33.9885,-117.38417,FALSE,NA,19.10625,2017-12-21,355
Holiday Fire,2017,80,El Dorado,2017-12-28T20:51:00Z,2018-01-09T13:49:00Z,38.869036,-119.61865,FALSE,NA,11.706944444444444,2017-12-28,362
Montecito Flooding / Mudflows,2018,0,Santa Barbara,2018-01-09T04:00:00Z,2019-01-03T09:43:00Z,0,0,TRUE,NA,359.23819444444445,2018-01-09,9
Haycamp Fire,2018,50,Monterey,2018-02-07T15:53:00Z,2019-01-03T09:43:00Z,35.96689,-121.28185,FALSE,NA,329.74305555555554,2018-02-07,38
Wilcox Fire,2018,33,Tulare,2018-02-18T13:45:00Z,2019-01-03T09:44:00Z,0,0,FALSE,NA,318.8326388888889,2018-02-18,49
Santa Cruz Fire,2018,258,Santa Barbara,2018-03-27T14:45:00Z,2019-01-03T09:44:00Z,34.0232,-119.76576,FALSE,NA,281.7909722222222,2018-03-27,86
Aqueduct Fire,2018,30,Fresno,2018-04-12T14:30:00Z,2019-01-03T09:46:00Z,35.92436,-119.94083,FALSE,NA,265.8027777777778,2018-04-12,102
Moffat Fire,2018,1265,Inyo,2018-04-19T10:28:00Z,2019-01-03T13:09:00Z,36.71537,-118.08449,TRUE,325,259.1118055555556,2018-04-19,109
Main Fire,2018,73,Riverside,2018-04-28T14:26:00Z,2019-01-04T10:26:00Z,33.67815,-117.32281,FALSE,NA,250.83333333333334,2018-04-28,118
Nees Fire,2018,1756,Merced,2018-05-02T16:00:00Z,2019-01-04T10:26:00Z,36.85156,-120.77206,FALSE,NA,246.76805555555555,2018-05-02,122
Alpha Fire,2018,300,San Diego,2018-05-04T11:44:00Z,2019-01-04T10:26:00Z,33.389425,-117.502405,FALSE,NA,244.94583333333333,2018-05-04,124
Tornado Fire,2018,70,Riverside,2018-05-04T14:48:00Z,2019-01-04T10:26:00Z,33.504964,-117.148204,FALSE,NA,244.81805555555556,2018-05-04,124
Woodchuck Fire,2018,15,Riverside,2018-05-04T18:53:00Z,2019-01-04T10:26:00Z,33.467999,-117.003829,FALSE,NA,244.64791666666667,2018-05-04,124
Jacques Fire,2018,18,San Diego,2018-05-09T22:00:00Z,2019-01-04T10:26:00Z,33.40178,-117.27467,FALSE,NA,239.51805555555555,2018-05-09,129
Shastina Fire,2018,127,Siskiyou,2018-05-09T18:11:00Z,2019-01-04T10:25:00Z,41.65935,-122.48556,FALSE,NA,239.67638888888888,2018-05-09,129
Volcan Fire,2018,12,San Diego,2018-05-10T20:41:00Z,2019-01-04T10:25:00Z,33.12213,-116.58759,FALSE,NA,238.57222222222222,2018-05-10,130
Twisselman Fire,2018,293,Kern,2018-05-16T16:30:00Z,2019-01-04T10:25:00Z,0,0,FALSE,NA,232.74652777777777,2018-05-16,136
Happy Fire,2018,60,Santa Barbara,2018-05-17T12:53:00Z,2019-01-04T10:25:00Z,34.74245,-120.18236,FALSE,NA,231.8972222222222,2018-05-17,137
Patterson Fire,2018,1261,Riverside,2018-05-17T14:19:00Z,2019-01-04T10:24:00Z,33.62924,-117.05992,FALSE,NA,231.83680555555554,2018-05-17,137
Jelly Fire,2018,103,Tehama,2018-05-18T16:37:00Z,2019-01-04T10:24:00Z,40.31759,-122.21032,FALSE,NA,230.7409722222222,2018-05-18,138
Ager Fire,2018,27,Siskiyou,2018-05-19T13:04:00Z,2019-01-04T10:24:00Z,41.791859,-122.513883,FALSE,NA,229.88888888888889,2018-05-19,139
Plaza Fire,2018,88,Merced,2018-05-20T13:07:00Z,2019-01-04T10:24:00Z,37.056944,-121.01638,FALSE,NA,228.88680555555555,2018-05-20,140
