name,attribute,class,type,ban_tcg,ban_ocg
Ape Fighter,DARK,Beast,Effect Monster,NA,NA
Ape Magician,DARK,Beast,Effect Monster,NA,NA
Apocatequil,LIGHT,Thunder,Effect Monster,NA,NA
"Apollousa, Bow of the Goddess",WIND,Fairy,Link Monster,NA,NA
Apoqliphort Skybase,EARTH,Machine,Effect Monster,NA,NA
Apoqliphort Towers,EARTH,Machine,Effect Monster,NA,NA
Apparition,NA,Normal,Trap Card,NA,NA
Apple Magician Girl,FIRE,Spellcaster,Effect Monster,NA,NA
Apple of Enlightenment,NA,Normal,Trap Card,NA,NA
Appliancer Breakerbuncle,WATER,Machine,Effect Monster,NA,NA
Appliancer Celtopus,DARK,Machine,Link Monster,NA,NA
Appliancer Copybokkle,DARK,Machine,Effect Monster,NA,NA
Appliancer Dryer Drake,FIRE,Machine,Link Monster,NA,NA
Appliancer Electrilyrical World,NA,Field,Spell Card,NA,NA
Appliancer Kappa Scale,WATER,Machine,Link Monster,NA,NA
Appliancer Laundry Dragon,WATER,Machine,Link Monster,NA,NA
Appliancer Reuse,NA,Normal,Spell Card,NA,NA
Appliancer Socketroll,DARK,Machine,Effect Monster,NA,NA
Appliancer Test,NA,Normal,Spell Card,NA,NA
Appliancer Vacculephant,DARK,Machine,Link Monster,NA,NA
Appointer of the Red Lotus,NA,Normal,Trap Card,NA,NA
Apprentice Illusion Magician,DARK,Spellcaster,Effect Monster,NA,NA
Apprentice Magician,DARK,Spellcaster,Effect Monster,NA,NA
Apprentice Piper,DARK,Spellcaster,Flip Effect Monster,NA,NA
Appropriate,NA,Continuous,Trap Card,NA,NA
Aqua Armor Ninja,WATER,Warrior,Effect Monster,NA,NA
Aqua Chorus,NA,Continuous,Trap Card,NA,NA
Aqua Dragon,WATER,Sea Serpent,Fusion Monster,NA,NA
Aqua Jet,NA,Normal,Spell Card,NA,NA
Aqua Madoor,WATER,Spellcaster,Normal Monster,NA,NA
Aqua Snake,WATER,Aqua,Normal Monster,NA,NA
Aqua Spirit,WATER,Aqua,Effect Monster,NA,NA
Aqua Story - Urashima,NA,Normal,Trap Card,NA,NA
Aquaactress Arowana,WATER,Aqua,Effect Monster,NA,NA
Aquaactress Guppy,WATER,Aqua,Effect Monster,NA,NA
Aquaactress Tetra,WATER,Aqua,Effect Monster,NA,NA
Aquamirror Cycle,NA,Normal,Trap Card,NA,NA
Aquamirror Illusion,NA,Normal,Trap Card,NA,NA
Aquamirror Meditation,NA,Normal,Trap Card,NA,NA
Aquarian Alessa,WATER,Aqua,Gemini Monster,NA,NA
Aquarium Lighting,NA,Continuous,Spell Card,NA,NA
Aquarium Set,NA,Continuous,Spell Card,NA,NA
Aquarium Stage,NA,Continuous,Spell Card,NA,NA
Aratama,DARK,Fiend,Spirit Monster,NA,NA
Arc Rebellion Xyz Dragon,DARK,Dragon,XYZ Monster,NA,NA
Arcana Call,NA,Normal,Trap Card,NA,NA
Arcana Extra Joker,LIGHT,Warrior,Link Monster,NA,NA
Arcana Force 0 - The Fool,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force EX - The Dark Ruler,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force EX - The Light Ruler,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force I - The Magician,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force III - The Empress,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force IV - The Emperor,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force VI - The Lovers,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force VII - The Chariot,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force XIV - Temperance,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force XVIII - The Moon,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force XXI - The World,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Knight Joker,LIGHT,Warrior,Fusion Monster,NA,NA
Arcana Reading,NA,Normal,Spell Card,NA,NA
Arcane Apprentice,FIRE,Spellcaster,Tuner Monster,NA,NA
Arcane Archer of the Forest,EARTH,Warrior,Effect Monster,NA,NA
Arcane Barrier,NA,Continuous,Spell Card,NA,NA
Arcanite Magician,LIGHT,Spellcaster,Synchro Monster,NA,NA
Arcanite Magician/Assault Mode,LIGHT,Spellcaster,Effect Monster,NA,NA
Archfiend Black Skull Dragon,DARK,Dragon,Fusion Monster,NA,NA
Archfiend Cavalry,DARK,Fiend,Effect Monster,NA,NA
Archfiend Commander,DARK,Fiend,Effect Monster,NA,NA
Archfiend Eccentrick,LIGHT,Fiend,Pendulum Effect Monster,NA,NA
"Archfiend Emperor, the First Lord of Horror",DARK,Fiend,Effect Monster,NA,NA
Archfiend Empress,DARK,Fiend,Effect Monster,NA,NA
Archfiend General,DARK,Fiend,Effect Monster,NA,NA
Archfiend Giant,DARK,Fiend,Effect Monster,NA,NA
Archfiend Heiress,DARK,Fiend,Effect Monster,NA,NA
Archfiend Interceptor,DARK,Fiend,Effect Monster,NA,NA
Archfiend Marmot of Nefariousness,EARTH,Beast,Normal Monster,NA,NA
Archfiend Mirror,DARK,Fiend,Normal Monster,NA,NA
Archfiend of Gilfer,DARK,Fiend,Effect Monster,NA,NA
Archfiend Palabyrinth,NA,Field,Spell Card,NA,NA
Archfiend Soldier,DARK,Fiend,Normal Monster,NA,NA
Archfiend Zombie-Skull,DARK,Zombie,Synchro Monster,NA,NA
Archfiend's Ascent,DARK,Fiend,XYZ Monster,NA,NA
Archfiend's Awakening,DARK,Fiend,Ritual Effect Monster,NA,NA
Archfiend's Call,DARK,Fiend,Synchro Monster,NA,NA
Archfiend's Manifestation,DARK,Fiend,Fusion Monster,NA,NA
Archfiend's Oath,NA,Continuous,Spell Card,NA,NA
Archfiend's Roar,NA,Normal,Trap Card,NA,NA
Archfiend's Staff of Despair,NA,Equip,Spell Card,NA,NA
Archlord Kristya,LIGHT,Fairy,Effect Monster,NA,NA
Archlord Zerato,LIGHT,Fairy,Effect Monster,NA,NA
Archnemeses Eschatos,LIGHT,Dragon,Effect Monster,NA,NA
Archnemeses Protos,DARK,Wyrm,Effect Monster,NA,NA
Arcjet Lightcraft,LIGHT,Machine,Effect Monster,NA,NA
Aria the Melodious Diva,LIGHT,Fairy,Effect Monster,NA,NA
"Ariel, Priestess of the Nekroz",WATER,Psychic,Effect Monster,NA,NA
Arisen Gaia the Fierce Knight,DARK,Warrior,Effect Monster,NA,NA
Arkbrave Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Arlownay,EARTH,Plant,Normal Monster,NA,NA
Arma Knight,WATER,Aqua,Normal Monster,NA,NA
"Armades, Keeper of Boundaries",LIGHT,Fiend,Synchro Monster,NA,NA
Armageddon Designator,NA,Normal,Trap Card,NA,NA
Armageddon Knight,DARK,Warrior,Effect Monster,Limited,Limited
Armaill,EARTH,Warrior,Normal Monster,NA,NA
Armed Changer,NA,Equip,Spell Card,NA,NA
Armed Dragon Blitz,NA,Normal,Spell Card,NA,NA
Armed Dragon Catapult Cannon,LIGHT,Machine,Fusion Monster,NA,NA
Armed Dragon Flash,NA,Quick-Play,Spell Card,NA,NA
Armed Dragon Lightning,NA,Continuous,Spell Card,NA,NA
Armed Dragon LV10,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon LV10 White,LIGHT,Dragon,Effect Monster,NA,NA
Armed Dragon LV3,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon LV5,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon LV7,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunder LV10,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunder LV3,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunder LV5,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunder LV7,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunderbolt,NA,Normal,Trap Card,NA,NA
Armed Ninja,EARTH,Warrior,Flip Effect Monster,NA,NA
Armed Protector Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Armed Samurai - Ben Kei,DARK,Warrior,Effect Monster,NA,NA
Armed Sea Hunter,WATER,Sea Serpent,Effect Monster,NA,NA
"Armillyre, the Starleader Dragon",DARK,Dragon,Link Monster,NA,NA
Armityle the Chaos Phantasm,DARK,Fiend,Fusion Monster,NA,NA
Armityle the Chaos Phantasm - Phantom of Fury,DARK,Fiend,Fusion Monster,NA,NA
Armor Blast,NA,Normal,Spell Card,NA,NA
Armor Break,NA,Counter,Trap Card,NA,NA
Armor Breaker,EARTH,Warrior,Union Effect Monster,NA,NA
Armor Dragon Ritual,NA,Ritual,Spell Card,NA,NA
Armor Exe,LIGHT,Rock,Effect Monster,NA,NA
Armor Ninjitsu Art of Alchemy,NA,Normal,Spell Card,NA,NA
Armor Ninjitsu Art of Freezing,NA,Continuous,Trap Card,NA,NA
Armor Ninjitsu Art of Rust Mist,NA,Continuous,Trap Card,NA,NA
Armored Axon Kicker,EARTH,Psychic,Effect Monster,NA,NA
Armored Bee,WIND,Insect,Effect Monster,NA,NA
Armored Bitron,DARK,Cyberse,Effect Monster,NA,NA
Armored Cybern,WIND,Machine,Union Effect Monster,NA,NA
Armored Dragon,WIND,Dragon,Effect Monster,NA,NA
Armored Glass,NA,Normal,Trap Card,NA,NA
Armored Kappa,WATER,Psychic,XYZ Monster,NA,NA
Armored Lizard,EARTH,Reptile,Normal Monster,NA,NA
Armored Rat,EARTH,Beast,Normal Monster,NA,NA
Armored Starfish,WATER,Aqua,Normal Monster,NA,NA
Armored White Bear,WATER,Beast,Effect Monster,NA,NA
Armored Zombie,DARK,Zombie,Normal Monster,NA,NA
Armoroid,EARTH,Machine,Effect Monster,NA,NA
Armory Arm,LIGHT,Machine,Synchro Monster,NA,NA
Armory Call,NA,Normal,Trap Card,NA,NA
Army Ant Token,EARTH,Insect,Token,NA,NA
"Arnis, the Empowered Warrior",FIRE,Warrior,Effect Monster,NA,NA
Aroma Garden,NA,Field,Spell Card,NA,NA
Aroma Gardening,NA,Continuous,Spell Card,NA,NA
Aroma Jar,WIND,Rock,Flip Effect Monster,NA,NA
Aroma Strategy,NA,Mai,Skill Card,NA,NA
Aromage Bergamot,FIRE,Plant,Effect Monster,NA,NA
Aromage Cananga,EARTH,Plant,Effect Monster,NA,NA
Aromage Jasmine,LIGHT,Plant,Effect Monster,NA,NA
Aromage Laurel,WIND,Plant,Effect Monster,NA,NA
Aromage Marjoram,DARK,Plant,Effect Monster,NA,NA
Aromage Rosemary,WATER,Plant,Effect Monster,NA,NA
Aromaseraphy Angelica,LIGHT,Plant,Tuner Monster,NA,NA
Aromaseraphy Jasmine,LIGHT,Plant,Link Monster,NA,NA
Aromaseraphy Rosemary,LIGHT,Plant,Synchro Monster,NA,NA
Aromaseraphy Sweet Marjoram,LIGHT,Plant,Synchro Monster,NA,NA
"Aron, King of the Abhyss",LIGHT,Reptile,Effect Monster,NA,NA
Array of Revealing Light,NA,Field,Spell Card,NA,NA
Arrivalrivals,NA,Quick-Play,Spell Card,NA,NA
Arriving Miracle,NA,Continuous,Spell Card,NA,NA
Arsenal Bug,EARTH,Insect,Effect Monster,NA,NA
Arsenal Robber,NA,Normal,Trap Card,NA,NA
Arsenal Summoner,WIND,Spellcaster,Flip Effect Monster,NA,NA
"Artemis, the Magistus Moon Maiden",LIGHT,Spellcaster,Link Monster,NA,NA
Artifact Achilleshield,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Aegis,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Beagalltach,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Caduceus,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Chakram,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Dagda,LIGHT,Fairy,Link Monster,NA,NA
Artifact Durendal,LIGHT,Fairy,XYZ Monster,NA,NA
Artifact Failnaught,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Ignition,NA,Quick-Play,Spell Card,NA,NA
Artifact Labrys,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Lancea,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Mjollnir,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Moralltach,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Sanctum,NA,Normal,Trap Card,NA,NA
Artifact Scythe,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Vajra,LIGHT,Fairy,Effect Monster,NA,NA
Artifacts Unleashed,NA,Quick-Play,Spell Card,NA,NA
Artillery Catapult Turtle,WATER,Aqua,Effect Monster,NA,NA
"Artorigus, King of the Noble Knights",LIGHT,Warrior,XYZ Monster,NA,NA
"Ascator, Dawnwalker",EARTH,Spellcaster,Effect Monster,NA,NA
Ascending Soul,NA,Continuous,Spell Card,NA,NA
Ascension Sky Dragon,LIGHT,Dragon,Synchro Monster,NA,NA
Asceticism of the Six Samurai,NA,Quick-Play,Spell Card,NA,NA
Ash Blossom & Joyous Spring,FIRE,Zombie,Tuner Monster,NA,NA
Asleep at the Switch,NA,Normal,Trap Card,NA,NA
Asmo Token,DARK,Fairy,Token,NA,NA
Assault Armor,NA,Equip,Spell Card,NA,NA
Assault Beast,EARTH,Beast-Warrior,Effect Monster,NA,NA
Assault Blackwing - Chidori the Rain Sprinkling,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Blackwing - Kunai the Drizzle,DARK,Winged Beast,Effect Monster,NA,NA
Assault Blackwing - Onimaru the Divine Thunder,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Blackwing - Raikiri the Rain Shower,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Blackwing - Sayo the Rain Hider,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Blackwing - Sohaya the Rain Storm,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Counter,NA,Counter,Trap Card,NA,NA
Assault Dog,EARTH,Beast,Effect Monster,NA,NA
Assault Mercenary,EARTH,Warrior,Effect Monster,NA,NA
Assault Mode Activate,NA,Normal,Trap Card,NA,NA
Assault Mode Zero,NA,Quick-Play,Spell Card,NA,NA
Assault on GHQ,NA,Normal,Trap Card,NA,NA
Assault Overload,NA,Quick-Play,Spell Card,NA,NA
Assault Reboot,NA,Normal,Trap Card,NA,NA
Assault Revival,NA,Quick-Play,Spell Card,NA,NA
Assault Sentinel,EARTH,Beast-Warrior,Effect Monster,NA,NA
Assault Slash,NA,Normal,Trap Card,NA,NA
Assault Spirits,NA,Normal,Trap Card,NA,NA
Assault Teleport,NA,Normal,Spell Card,NA,NA
Assault Wyvern,LIGHT,Dragon,Effect Monster,NA,NA
Astra Ghouls,EARTH,Zombie,Effect Monster,NA,NA
Astral Barrier,NA,Continuous,Trap Card,NA,NA
Astrograph Sorcerer,DARK,Spellcaster,Pendulum Effect Monster,Banned,Limited
Asura Priest,LIGHT,Fairy,Spirit Monster,NA,NA
Aswan Apparition,DARK,Fiend,Effect Monster,NA,NA
Asymmetaphys,NA,Continuous,Spell Card,NA,NA
At One With the Sword,NA,Normal,Trap Card,NA,NA
Athena,LIGHT,Fairy,Effect Monster,NA,NA
Atlantean Attack Squad,WATER,Sea Serpent,Effect Monster,NA,NA
Atlantean Dragoons,WATER,Sea Serpent,Effect Monster,NA,NA
Atlantean Heavy Infantry,WATER,Sea Serpent,Effect Monster,NA,NA
Atlantean Marksman,WATER,Sea Serpent,Effect Monster,NA,NA
Atlantean Pikeman,WATER,Sea Serpent,Normal Monster,NA,NA
Atomic Firefly,LIGHT,Insect,Effect Monster,NA,NA
Atomic Scrap Dragon,EARTH,Dragon,Synchro Monster,NA,NA
Attack and Receive,NA,Normal,Trap Card,NA,NA
Attack Gainer,EARTH,Warrior,Tuner Monster,NA,NA
Attack of the Cornered Rat,NA,Continuous,Trap Card,NA,NA
Attack Pheromones,NA,Continuous,Spell Card,NA,NA
Attack Reflector Unit,NA,Normal,Trap Card,NA,NA
Attack the Moon!,NA,Continuous,Spell Card,NA,NA
Attention!,NA,Normal,Trap Card,NA,NA
Attraffic Control,NA,Continuous,Spell Card,NA,NA
Augmented Heraldry,NA,Field,Spell Card,NA,NA
Auram the World Chalice Blademaster,FIRE,Cyberse,Link Monster,NA,NA
"Aurkus, Lightsworn Druid",LIGHT,Beast-Warrior,Effect Monster,NA,NA
Aurora Paragon,LIGHT,Fairy,Effect Monster,NA,NA
Aurora Wing,WATER,Winged Beast,Effect Monster,NA,NA
Aussa the Earth Charmer,EARTH,Spellcaster,Flip Effect Monster,NA,NA
"Aussa the Earth Charmer, Immovable",EARTH,Spellcaster,Link Monster,NA,NA
Automatic Laser,NA,Normal,Trap Card,NA,NA
Autonomous Action Unit,NA,Equip,Spell Card,NA,NA
Autorokket Dragon,DARK,Dragon,Effect Monster,NA,NA
Avalanching Aussa,EARTH,Spellcaster,Effect Monster,NA,NA
Avalon,NA,Normal,Trap Card,NA,NA
Avatar of The Pot,EARTH,Rock,Effect Monster,NA,NA
Avendread Savior,DARK,Zombie,Link Monster,NA,NA
Avenging Knight Parshath,LIGHT,Fairy,Synchro Monster,NA,NA
"Avida, Rebuilder of Worlds",LIGHT,Cyberse,Effect Monster,NA,NA
Awakening of Nephthys,NA,Continuous,Trap Card,NA,NA
Awakening of the Possessed,NA,Continuous,Spell Card,NA,NA
Awakening of the Possessed - Gagigobyte,WATER,Reptile,Effect Monster,NA,NA
Awakening of the Possessed - Greater Inari Fire,FIRE,Pyro,Effect Monster,NA,NA
Awakening of the Possessed - Nefariouser Archfiend,EARTH,Beast,Effect Monster,NA,NA
Awakening of the Possessed - Rasenryu,WIND,Dragon,Effect Monster,NA,NA
Awakening of the Sacred Beasts,NA,Continuous,Trap Card,NA,NA
Axe Dragonute,DARK,Dragon,Effect Monster,NA,NA
Axe of Despair,NA,Equip,Spell Card,NA,NA
Axe of Fools,NA,Equip,Spell Card,NA,NA
Axe Raider,EARTH,Warrior,Normal Monster,NA,NA
Aye-Iron,EARTH,Machine,Effect Monster,NA,NA
Ayers Rock Sunrise,NA,Normal,Spell Card,NA,NA
"Aztekipede, the Worm Warrior",EARTH,Insect,Effect Monster,NA,NA
Azure-Eyes Silver Dragon,LIGHT,Dragon,Synchro Monster,NA,NA
B-Buster Drake,LIGHT,Machine,Union Effect Monster,NA,NA
B. Dragon Jungle King,EARTH,Dragon,Normal Monster,NA,NA
B.E.F. Zelos,NA,Field,Spell Card,NA,NA
B.E.S. Big Core,DARK,Machine,Effect Monster,NA,NA
B.E.S. Big Core MK-2,FIRE,Machine,Effect Monster,NA,NA
B.E.S. Big Core MK-3,LIGHT,Machine,Effect Monster,NA,NA
B.E.S. Blaster Cannon Core,EARTH,Machine,Effect Monster,NA,NA
B.E.S. Covered Core,EARTH,Machine,Effect Monster,NA,NA
B.E.S. Crystal Core,WATER,Machine,Effect Monster,NA,NA
B.E.S. Tetran,WIND,Machine,Effect Monster,NA,NA
Baba Barber,DARK,Fiend,Link Monster,NA,NA
Baby Dragon,WIND,Dragon,Normal Monster,NA,NA
Baby Raccoon Ponpoko,EARTH,Beast,Effect Monster,NA,NA
Baby Raccoon Tantan,EARTH,Beast,Flip Effect Monster,NA,NA
Baby Tiragon,EARTH,Dragon,XYZ Monster,NA,NA
Babycerasaurus,EARTH,Dinosaur,Effect Monster,NA,NA
Bachibachibachi,LIGHT,Insect,Effect Monster,NA,NA
Back to Square One,NA,Normal,Spell Card,NA,NA
Back to the Front,NA,Normal,Trap Card,NA,NA
Back-Up Rider,NA,Normal,Spell Card,NA,NA
Backfire,NA,Continuous,Trap Card,NA,NA
Background Dragon,DARK,Dragon,Effect Monster,NA,NA
Backlinker,DARK,Cyberse,Effect Monster,NA,NA
Backs to the Wall,NA,Normal,Trap Card,NA,NA
Backup Operator,LIGHT,Cyberse,Effect Monster,NA,NA
Backup Secretary,LIGHT,Cyberse,Effect Monster,NA,NA
Backup Soldier,NA,Normal,Trap Card,NA,NA
Backup Squad,NA,Continuous,Spell Card,NA,NA
Backup Supervisor,LIGHT,Cyberse,Link Monster,NA,NA
Backup Warrior,EARTH,Warrior,Effect Monster,NA,NA
Bacon Saver,DARK,Zombie,Effect Monster,NA,NA
Bad Aim,NA,Normal,Trap Card,NA,NA
Bad Luck Blast,NA,Normal,Trap Card,NA,NA
Bad Reaction to Simochi,NA,Continuous,Trap Card,NA,NA
Bahamut Shark,WATER,Sea Serpent,XYZ Monster,NA,NA
Bait Doll,NA,Normal,Spell Card,NA,NA
Balance of Judgment,NA,Normal,Trap Card,NA,NA
Balancer Lord,LIGHT,Cyberse,Effect Monster,NA,NA
Ballista of Rampart Smashing,NA,Equip,Spell Card,NA,NA
Ballista Squad,NA,Normal,Trap Card,NA,NA
Balloon Lizard,EARTH,Reptile,Effect Monster,NA,NA
Bamboo Scrap,NA,Normal,Trap Card,NA,NA
Bandit,NA,Keith,Skill Card,NA,NA
Banisher of the Light,LIGHT,Fairy,Effect Monster,NA,NA
Banisher of the Radiance,LIGHT,Fairy,Effect Monster,NA,NA
Banishment of the Darklords,NA,Normal,Spell Card,NA,NA
Banner of Courage,NA,Continuous,Spell Card,NA,NA
Banquet of Millions,NA,Normal,Trap Card,NA,NA
Baobaboon,DARK,Plant,Effect Monster,NA,NA
"Barbar, Malebranche of the Burning Abyss",DARK,Fiend,Effect Monster,NA,NA
"Barbaroid, the Ultimate Battle Machine",EARTH,Machine,Fusion Monster,NA,NA
Bark of Dark Ruler,NA,Normal,Trap Card,NA,NA
Barkion's Bark,NA,Normal,Spell Card,NA,NA
Baron of the Fiend Sword,DARK,Fiend,Normal Monster,NA,NA
Barox,DARK,Fiend,Fusion Monster,NA,NA
Barrage Blast,NA,Continuous,Trap Card,NA,NA
Barrel Behind the Door,NA,Counter,Trap Card,NA,NA
Barrel Dragon,DARK,Machine,Effect Monster,NA,NA
Barrel Lily,EARTH,Plant,Normal Monster,NA,NA
Barrel Rock,EARTH,Rock,Normal Monster,NA,NA
Barricadeborg Blocker,DARK,Machine,Link Monster,NA,NA
Barrier Resonator,LIGHT,Fiend,Tuner Monster,NA,NA
Barrier Statue of the Abyss,DARK,Fiend,Effect Monster,NA,NA
Barrier Statue of the Drought,EARTH,Rock,Effect Monster,NA,NA
Barrier Statue of the Heavens,LIGHT,Fairy,Effect Monster,NA,NA
Barrier Statue of the Inferno,FIRE,Pyro,Effect Monster,NA,NA
Barrier Statue of the Stormwinds,WIND,Winged Beast,Effect Monster,NA,NA
Barrier Statue of the Torrent,WATER,Aqua,Effect Monster,NA,NA
Barrier Wave,NA,Normal,Trap Card,NA,NA
Basal Rose Shoot,NA,Quick-Play,Spell Card,NA,NA
Bashing Shield,NA,Equip,Spell Card,NA,NA
Basic Insect,EARTH,Insect,Normal Monster,NA,NA
"Basilius, Familiar of the Evil Eye",DARK,Fiend,Effect Monster,NA,NA
Bat,WIND,Machine,Normal Monster,NA,NA
Battery Charger,NA,Normal,Spell Card,NA,NA
Batteryman 9-Volt,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman AA,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman AAA,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman C,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman Charger,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman D,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman Fuel Cell,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman Industrial Strength,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman Micro-Cell,LIGHT,Thunder,Flip Effect Monster,NA,NA
Batteryman Solar,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman Token,LIGHT,Thunder,Token,NA,NA
Battle Break,NA,Normal,Trap Card,NA,NA
Battle Eagle Token,WIND,Machine,Token,NA,NA
Battle Fader,DARK,Fiend,Effect Monster,NA,NA
Battle Footballer,FIRE,Machine,Normal Monster,NA,NA
Battle Fusion,NA,Quick-Play,Spell Card,NA,NA
Battle Instinct,NA,Normal,Trap Card,NA,NA
Battle Mania,NA,Normal,Trap Card,NA,NA
Battle of the Elements,NA,Normal,Trap Card,NA,NA
Battle Ox,EARTH,Beast-Warrior,Normal Monster,NA,NA
Battle Shogun of the Six Samurai,EARTH,Warrior,Link Monster,NA,NA
Battle Steer,EARTH,Beast-Warrior,Normal Monster,NA,NA
Battle Survivor,EARTH,Warrior,Effect Monster,NA,NA
Battle Teleportation,NA,Normal,Trap Card,NA,NA
Battle Tuned,NA,Quick-Play,Spell Card,NA,NA
Battle Waltz,NA,Normal,Spell Card,NA,NA
Battle Warrior,EARTH,Warrior,Normal Monster,NA,NA
Battle-Scarred,NA,Continuous,Trap Card,NA,NA
Battlecruiser Dianthus,EARTH,Plant,XYZ Monster,NA,NA
Battleguard Howling,NA,Normal,Trap Card,NA,NA
Battleguard King,EARTH,Warrior,Effect Monster,NA,NA
Battleguard Rage,NA,Continuous,Trap Card,NA,NA
Battlestorm,DARK,Winged Beast,Effect Monster,NA,NA
Battlewasp - Arbalest the Rapidfire,WIND,Insect,Effect Monster,NA,NA
Battlewasp - Azusa the Ghost Bow,WIND,Insect,Synchro Tuner Monster,NA,NA
Battlewasp - Ballista the Armageddon,WIND,Insect,Synchro Monster,NA,NA
Battlewasp - Dart the Hunter,WIND,Insect,Effect Monster,NA,NA
Battlewasp - Halberd the Charge,WIND,Insect,Synchro Monster,NA,NA
Battlewasp - Hama the Conquering Bow,WIND,Insect,Synchro Monster,NA,NA
Battlewasp - Nest,NA,Continuous,Trap Card,NA,NA
Battlewasp - Pin the Bullseye,WIND,Insect,Effect Monster,NA,NA
Battlewasp - Sting the Poison,WIND,Insect,Tuner Monster,NA,NA
Battlewasp - Twinbow the Attacker,WIND,Insect,Effect Monster,NA,NA
Battlin' Boxer Big Bandage,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxer Cheat Commissioner,FIRE,Warrior,XYZ Monster,NA,NA
Battlin' Boxer Counterpunch,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxer Glassjaw,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxer Headgeared,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxer Lead Yoke,FIRE,Warrior,XYZ Monster,NA,NA
Battlin' Boxer Rabbit Puncher,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxer Rib Gardna,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxer Shadow,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxer Sparrer,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxer Switchitter,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxer Veil,FIRE,Warrior,Effect Monster,NA,NA
Battlin' Boxing Spirits,NA,Normal,Spell Card,NA,NA
"Baxia, Brightness of the Yang Zing",LIGHT,Wyrm,Synchro Monster,NA,NA
"Bayonater, the Baneful Barrel",DARK,Zombie,Effect Monster,NA,NA
Bayonet Punisher,NA,Quick-Play,Spell Card,NA,NA
Bazoo the Soul-Eater,EARTH,Beast,Effect Monster,NA,NA
Beacon of White,NA,Equip,Spell Card,NA,NA
Beaked Snake,EARTH,Reptile,Normal Monster,NA,NA
Bean Soldier,EARTH,Plant,Normal Monster,NA,NA
Bearblocker,DARK,Fiend,Effect Monster,NA,NA
Beast Fangs,NA,Equip,Spell Card,NA,NA
Beast King Barbaros,EARTH,Beast-Warrior,Effect Monster,NA,NA
Beast Machine King Barbaros Ur,EARTH,Beast-Warrior,Effect Monster,NA,NA
Beast Magic Attack,NA,Quick-Play,Spell Card,NA,NA
Beast of Talwar,DARK,Fiend,Normal Monster,NA,NA
Beast of the Pharaoh,EARTH,Zombie,Effect Monster,NA,NA
Beast Rage,NA,Normal,Spell Card,NA,NA
Beast Rising,NA,Continuous,Trap Card,NA,NA
