name,attribute,class,type,ban_tcg,ban_ocg
Ancient Warriors Oath - Double Dragon Lords,WIND,Beast-Warrior,Link Monster,NA,NA
Ancient Warriors Saga - Borrowing of Arrows,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Ancient Warriors Saga - Chivalrous Path,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Ancient Warriors Saga - Defense of Changban,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Ancient Warriors Saga - East-by-South Winds,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Ancient Warriors Saga - Sun-Liu Alliance,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Ancient Warriors Saga - Three Visits,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
And the Band Played On,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Andro Sphinx,LIGHT,Beast,Effect Monster,NA,NA
Anesthrokket Dragon,DARK,Dragon,Effect Monster,NA,NA
Angel O1,LIGHT,Fairy,Effect Monster,NA,NA
Angel O7,LIGHT,Fairy,Effect Monster,NA,NA
Angel of Zera,LIGHT,Fairy,Synchro Monster,NA,NA
Angel Statue - Azurune,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Angel Trumpeter,EARTH,Plant,Normal Tuner Monster,NA,NA
Angmarl the Fiendish Monarch,DARK,Fiend,Effect Monster,NA,NA
Angraecum Umbrella,WATER,Spellcaster,Tuner Monster,NA,NA
Animadorned Archosaur,LIGHT,Dinosaur,Effect Monster,NA,NA
Ankuriboh,DARK,Fiend,Effect Monster,NA,NA
Annihilator Archfiend,DARK,Fiend,Effect Monster,NA,NA
Ansatsu,EARTH,Warrior,Normal Monster,NA,NA
Ante,SPELL/TRAP,Normal,Normal Spell,NA,NA
Anteatereatingant,EARTH,Insect,Effect Monster,NA,NA
Anthrosaurus,EARTH,Dinosaur,Normal Monster,NA,NA
Anti Raigeki,SPELL/TRAP,Normal,Normal Trap,NA,NA
Anti-Aircraft Flower,EARTH,Plant,Effect Monster,NA,NA
Anti-Fusion Device,SPELL/TRAP,Normal,Normal Trap,NA,NA
Anti-Magic Arrows,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Anti-Magic Prism,SPELL/TRAP,Normal,Normal Trap,NA,NA
Anti-Spell,SPELL/TRAP,Counter,Counter Trap,NA,NA
Anti-Spell Fragrance,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Antialian,EARTH,Cyberse,Effect Monster,NA,NA
Ape Fighter,DARK,Beast,Effect Monster,NA,NA
Ape Magician,DARK,Beast,Effect Monster,NA,NA
Apocatequil,LIGHT,Thunder,Effect Monster,NA,NA
"Apollousa, Bow of the Goddess",WIND,Fairy,Link Monster,NA,NA
Apoqliphort Skybase,EARTH,Machine,Effect Monster,NA,NA
Apoqliphort Towers,EARTH,Machine,Effect Monster,NA,NA
Apparition,SPELL/TRAP,Normal,Normal Trap,NA,NA
Apple Magician Girl,FIRE,Spellcaster,Effect Monster,NA,NA
Apple of Enlightenment,SPELL/TRAP,Normal,Normal Trap,NA,NA
Appliancer Breakerbuncle,WATER,Machine,Effect Monster,NA,NA
Appliancer Celtopus,DARK,Machine,Link Monster,NA,NA
Appliancer Copybokkle,DARK,Machine,Effect Monster,NA,NA
Appliancer Dryer Drake,FIRE,Machine,Link Monster,NA,NA
Appliancer Electrilyrical World,SPELL/TRAP,Field,Field Spell,NA,NA
Appliancer Kappa Scale,WATER,Machine,Link Monster,NA,NA
Appliancer Laundry Dragon,WATER,Machine,Link Monster,NA,NA
Appliancer Reuse,SPELL/TRAP,Normal,Normal Spell,NA,NA
Appliancer Socketroll,DARK,Machine,Effect Monster,NA,NA
Appliancer Test,SPELL/TRAP,Normal,Normal Spell,NA,NA
Appliancer Vacculephant,DARK,Machine,Link Monster,NA,NA
Appointer of the Red Lotus,SPELL/TRAP,Normal,Normal Trap,NA,NA
Apprentice Illusion Magician,DARK,Spellcaster,Effect Monster,NA,NA
Apprentice Magician,DARK,Spellcaster,Effect Monster,NA,NA
Apprentice Piper,DARK,Spellcaster,Flip Effect Monster,NA,NA
Appropriate,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Aqua Armor Ninja,WATER,Warrior,Effect Monster,NA,NA
Aqua Chorus,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Aqua Dragon,WATER,Sea Serpent,Fusion Monster,NA,NA
Aqua Jet,SPELL/TRAP,Normal,Normal Spell,NA,NA
Aqua Madoor,WATER,Spellcaster,Normal Monster,NA,NA
Aqua Snake,WATER,Aqua,Normal Monster,NA,NA
Aqua Spirit,WATER,Aqua,Effect Monster,NA,NA
Aqua Story - Urashima,SPELL/TRAP,Normal,Normal Trap,NA,NA
Aquaactress Arowana,WATER,Aqua,Effect Monster,NA,NA
Aquaactress Guppy,WATER,Aqua,Effect Monster,NA,NA
Aquaactress Tetra,WATER,Aqua,Effect Monster,NA,NA
Aquamirror Cycle,SPELL/TRAP,Normal,Normal Trap,NA,NA
Aquamirror Illusion,SPELL/TRAP,Normal,Normal Trap,NA,NA
Aquamirror Meditation,SPELL/TRAP,Normal,Normal Trap,NA,NA
Aquarian Alessa,WATER,Aqua,Gemini Monster,NA,NA
Aquarium Lighting,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Aquarium Set,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Aquarium Stage,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Aratama,DARK,Fiend,Spirit Monster,NA,NA
Arc Rebellion Xyz Dragon,DARK,Dragon,XYZ Monster,NA,NA
Arcana Call,SPELL/TRAP,Normal,Normal Trap,NA,NA
Arcana Extra Joker,LIGHT,Warrior,Link Monster,NA,NA
Arcana Force 0 - The Fool,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force EX - The Dark Ruler,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force EX - The Light Ruler,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force I - The Magician,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force III - The Empress,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force IV - The Emperor,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force VI - The Lovers,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force VII - The Chariot,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force XIV - Temperance,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force XVIII - The Moon,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Force XXI - The World,LIGHT,Fairy,Effect Monster,NA,NA
Arcana Knight Joker,LIGHT,Warrior,Fusion Monster,NA,NA
Arcana Reading,SPELL/TRAP,Normal,Normal Spell,NA,NA
Arcane Apprentice,FIRE,Spellcaster,Tuner Monster,NA,NA
Arcane Archer of the Forest,EARTH,Warrior,Effect Monster,NA,NA
Arcane Barrier,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Arcanite Magician,LIGHT,Spellcaster,Synchro Monster,NA,NA
Arcanite Magician/Assault Mode,LIGHT,Spellcaster,Effect Monster,NA,NA
Archfiend Black Skull Dragon,DARK,Dragon,Fusion Monster,NA,NA
Archfiend Cavalry,DARK,Fiend,Effect Monster,NA,NA
Archfiend Commander,DARK,Fiend,Effect Monster,NA,NA
Archfiend Eccentrick,LIGHT,Fiend,Pendulum Effect Monster,NA,NA
"Archfiend Emperor, the First Lord of Horror",DARK,Fiend,Effect Monster,NA,NA
Archfiend Empress,DARK,Fiend,Effect Monster,NA,NA
Archfiend General,DARK,Fiend,Effect Monster,NA,NA
Archfiend Giant,DARK,Fiend,Effect Monster,NA,NA
Archfiend Heiress,DARK,Fiend,Effect Monster,NA,NA
Archfiend Interceptor,DARK,Fiend,Effect Monster,NA,NA
Archfiend Marmot of Nefariousness,EARTH,Beast,Normal Monster,NA,NA
Archfiend Mirror,DARK,Fiend,Normal Monster,NA,NA
Archfiend of Gilfer,DARK,Fiend,Effect Monster,NA,NA
Archfiend Palabyrinth,SPELL/TRAP,Field,Field Spell,NA,NA
Archfiend Soldier,DARK,Fiend,Normal Monster,NA,NA
Archfiend Zombie-Skull,DARK,Zombie,Synchro Monster,NA,NA
Archfiend's Ascent,DARK,Fiend,XYZ Monster,NA,NA
Archfiend's Awakening,DARK,Fiend,Ritual Effect Monster,NA,NA
Archfiend's Call,DARK,Fiend,Synchro Monster,NA,NA
Archfiend's Manifestation,DARK,Fiend,Fusion Monster,NA,NA
Archfiend's Oath,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Archfiend's Roar,SPELL/TRAP,Normal,Normal Trap,NA,NA
Archfiend's Staff of Despair,SPELL/TRAP,Equip,Equip Spell,NA,NA
Archlord Kristya,LIGHT,Fairy,Effect Monster,NA,NA
Archlord Zerato,LIGHT,Fairy,Effect Monster,NA,NA
Archnemeses Eschatos,LIGHT,Dragon,Effect Monster,NA,NA
Archnemeses Protos,DARK,Wyrm,Effect Monster,NA,NA
Arcjet Lightcraft,LIGHT,Machine,Effect Monster,NA,NA
Aria the Melodious Diva,LIGHT,Fairy,Effect Monster,NA,NA
"Ariel, Priestess of the Nekroz",WATER,Psychic,Effect Monster,NA,NA
Arisen Gaia the Fierce Knight,DARK,Warrior,Effect Monster,NA,NA
Arkbrave Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Arlownay,EARTH,Plant,Normal Monster,NA,NA
Arma Knight,WATER,Aqua,Normal Monster,NA,NA
"Armades, Keeper of Boundaries",LIGHT,Fiend,Synchro Monster,NA,NA
Armageddon Designator,SPELL/TRAP,Normal,Normal Trap,NA,NA
Armageddon Knight,DARK,Warrior,Effect Monster,Limited,Limited
Armaill,EARTH,Warrior,Normal Monster,NA,NA
Armed Changer,SPELL/TRAP,Equip,Equip Spell,NA,NA
Armed Dragon Blitz,SPELL/TRAP,Normal,Normal Spell,NA,NA
Armed Dragon Catapult Cannon,LIGHT,Machine,Fusion Monster,NA,NA
Armed Dragon Flash,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Armed Dragon Lightning,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Armed Dragon LV10,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon LV10 White,LIGHT,Dragon,Effect Monster,NA,NA
Armed Dragon LV3,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon LV5,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon LV7,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunder LV10,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunder LV3,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunder LV5,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunder LV7,WIND,Dragon,Effect Monster,NA,NA
Armed Dragon Thunderbolt,SPELL/TRAP,Normal,Normal Trap,NA,NA
Armed Ninja,EARTH,Warrior,Flip Effect Monster,NA,NA
Armed Protector Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Armed Samurai - Ben Kei,DARK,Warrior,Effect Monster,NA,NA
Armed Sea Hunter,WATER,Sea Serpent,Effect Monster,NA,NA
"Armillyre, the Starleader Dragon",DARK,Dragon,Link Monster,NA,NA
Armityle the Chaos Phantasm,DARK,Fiend,Fusion Monster,NA,NA
Armityle the Chaos Phantasm - Phantom of Fury,DARK,Fiend,Fusion Monster,NA,NA
Armor Blast,SPELL/TRAP,Normal,Normal Spell,NA,NA
Armor Break,SPELL/TRAP,Counter,Counter Trap,NA,NA
Armor Breaker,EARTH,Warrior,Union Effect Monster,NA,NA
Armor Dragon Ritual,SPELL/TRAP,Ritual,Ritual Spell,NA,NA
Armor Exe,LIGHT,Rock,Effect Monster,NA,NA
Armor Ninjitsu Art of Alchemy,SPELL/TRAP,Normal,Normal Spell,NA,NA
Armor Ninjitsu Art of Freezing,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Armor Ninjitsu Art of Rust Mist,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Armored Axon Kicker,EARTH,Psychic,Effect Monster,NA,NA
Armored Bee,WIND,Insect,Effect Monster,NA,NA
Armored Bitron,DARK,Cyberse,Effect Monster,NA,NA
Armored Cybern,WIND,Machine,Union Effect Monster,NA,NA
Armored Dragon,WIND,Dragon,Effect Monster,NA,NA
Armored Glass,SPELL/TRAP,Normal,Normal Trap,NA,NA
Armored Kappa,WATER,Psychic,XYZ Monster,NA,NA
Armored Lizard,EARTH,Reptile,Normal Monster,NA,NA
Armored Rat,EARTH,Beast,Normal Monster,NA,NA
Armored Starfish,WATER,Aqua,Normal Monster,NA,NA
Armored White Bear,WATER,Beast,Effect Monster,NA,NA
Armored Zombie,DARK,Zombie,Normal Monster,NA,NA
Armoroid,EARTH,Machine,Effect Monster,NA,NA
Armory Arm,LIGHT,Machine,Synchro Monster,NA,NA
Armory Call,SPELL/TRAP,Normal,Normal Trap,NA,NA
Army Ant Token,EARTH,Insect,Token,NA,NA
"Arnis, the Empowered Warrior",FIRE,Warrior,Effect Monster,NA,NA
Aroma Garden,SPELL/TRAP,Field,Field Spell,NA,NA
Aroma Gardening,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Aroma Jar,WIND,Rock,Flip Effect Monster,NA,NA
Aroma Strategy,SPELL/TRAP,Mai,Skill Card,NA,NA
Aromage Bergamot,FIRE,Plant,Effect Monster,NA,NA
Aromage Cananga,EARTH,Plant,Effect Monster,NA,NA
Aromage Jasmine,LIGHT,Plant,Effect Monster,NA,NA
Aromage Laurel,WIND,Plant,Effect Monster,NA,NA
Aromage Marjoram,DARK,Plant,Effect Monster,NA,NA
Aromage Rosemary,WATER,Plant,Effect Monster,NA,NA
Aromaseraphy Angelica,LIGHT,Plant,Tuner Monster,NA,NA
Aromaseraphy Jasmine,LIGHT,Plant,Link Monster,NA,NA
Aromaseraphy Rosemary,LIGHT,Plant,Synchro Monster,NA,NA
Aromaseraphy Sweet Marjoram,LIGHT,Plant,Synchro Monster,NA,NA
"Aron, King of the Abhyss",LIGHT,Reptile,Effect Monster,NA,NA
Array of Revealing Light,SPELL/TRAP,Field,Field Spell,NA,NA
Arrivalrivals,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Arriving Miracle,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Arsenal Bug,EARTH,Insect,Effect Monster,NA,NA
Arsenal Robber,SPELL/TRAP,Normal,Normal Trap,NA,NA
Arsenal Summoner,WIND,Spellcaster,Flip Effect Monster,NA,NA
"Artemis, the Magistus Moon Maiden",LIGHT,Spellcaster,Link Monster,NA,NA
Artifact Achilleshield,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Aegis,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Beagalltach,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Caduceus,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Chakram,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Dagda,LIGHT,Fairy,Link Monster,NA,NA
Artifact Durendal,LIGHT,Fairy,XYZ Monster,NA,NA
Artifact Failnaught,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Ignition,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Artifact Labrys,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Lancea,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Mjollnir,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Moralltach,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Sanctum,SPELL/TRAP,Normal,Normal Trap,NA,NA
Artifact Scythe,LIGHT,Fairy,Effect Monster,NA,NA
Artifact Vajra,LIGHT,Fairy,Effect Monster,NA,NA
Artifacts Unleashed,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Artillery Catapult Turtle,WATER,Aqua,Effect Monster,NA,NA
"Artorigus, King of the Noble Knights",LIGHT,Warrior,XYZ Monster,NA,NA
"Ascator, Dawnwalker",EARTH,Spellcaster,Effect Monster,NA,NA
Ascending Soul,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Ascension Sky Dragon,LIGHT,Dragon,Synchro Monster,NA,NA
Asceticism of the Six Samurai,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Ash Blossom & Joyous Spring,FIRE,Zombie,Tuner Monster,NA,NA
Asleep at the Switch,SPELL/TRAP,Normal,Normal Trap,NA,NA
Asmo Token,DARK,Fairy,Token,NA,NA
Assault Armor,SPELL/TRAP,Equip,Equip Spell,NA,NA
Assault Beast,EARTH,Beast-Warrior,Effect Monster,NA,NA
Assault Blackwing - Chidori the Rain Sprinkling,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Blackwing - Kunai the Drizzle,DARK,Winged Beast,Effect Monster,NA,NA
Assault Blackwing - Onimaru the Divine Thunder,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Blackwing - Raikiri the Rain Shower,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Blackwing - Sayo the Rain Hider,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Blackwing - Sohaya the Rain Storm,DARK,Winged Beast,Synchro Monster,NA,NA
Assault Counter,SPELL/TRAP,Counter,Counter Trap,NA,NA
Assault Dog,EARTH,Beast,Effect Monster,NA,NA
Assault Mercenary,EARTH,Warrior,Effect Monster,NA,NA
Assault Mode Activate,SPELL/TRAP,Normal,Normal Trap,NA,NA
Assault Mode Zero,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Assault on GHQ,SPELL/TRAP,Normal,Normal Trap,NA,NA
Assault Overload,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Assault Reboot,SPELL/TRAP,Normal,Normal Trap,NA,NA
Assault Revival,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Assault Sentinel,EARTH,Beast-Warrior,Effect Monster,NA,NA
Assault Slash,SPELL/TRAP,Normal,Normal Trap,NA,NA
Assault Spirits,SPELL/TRAP,Normal,Normal Trap,NA,NA
Assault Teleport,SPELL/TRAP,Normal,Normal Spell,NA,NA
Assault Wyvern,LIGHT,Dragon,Effect Monster,NA,NA
Astra Ghouls,EARTH,Zombie,Effect Monster,NA,NA
Astral Barrier,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Astrograph Sorcerer,DARK,Spellcaster,Pendulum Effect Monster,Banned,Limited
Asura Priest,LIGHT,Fairy,Spirit Monster,NA,NA
Aswan Apparition,DARK,Fiend,Effect Monster,NA,NA
Asymmetaphys,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
At One With the Sword,SPELL/TRAP,Normal,Normal Trap,NA,NA
Athena,LIGHT,Fairy,Effect Monster,NA,NA
Atlantean Attack Squad,WATER,Sea Serpent,Effect Monster,NA,NA
Atlantean Dragoons,WATER,Sea Serpent,Effect Monster,NA,NA
Atlantean Heavy Infantry,WATER,Sea Serpent,Effect Monster,NA,NA
Atlantean Marksman,WATER,Sea Serpent,Effect Monster,NA,NA
Atlantean Pikeman,WATER,Sea Serpent,Normal Monster,NA,NA
Atomic Firefly,LIGHT,Insect,Effect Monster,NA,NA
Atomic Scrap Dragon,EARTH,Dragon,Synchro Monster,NA,NA
Attack and Receive,SPELL/TRAP,Normal,Normal Trap,NA,NA
Attack Gainer,EARTH,Warrior,Tuner Monster,NA,NA
Attack of the Cornered Rat,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Attack Pheromones,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Attack Reflector Unit,SPELL/TRAP,Normal,Normal Trap,NA,NA
Attack the Moon!,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Attention!,SPELL/TRAP,Normal,Normal Trap,NA,NA
Attraffic Control,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Augmented Heraldry,SPELL/TRAP,Field,Field Spell,NA,NA
Auram the World Chalice Blademaster,FIRE,Cyberse,Link Monster,NA,NA
"Aurkus, Lightsworn Druid",LIGHT,Beast-Warrior,Effect Monster,NA,NA
Aurora Paragon,LIGHT,Fairy,Effect Monster,NA,NA
Aurora Wing,WATER,Winged Beast,Effect Monster,NA,NA
Aussa the Earth Charmer,EARTH,Spellcaster,Flip Effect Monster,NA,NA
"Aussa the Earth Charmer, Immovable",EARTH,Spellcaster,Link Monster,NA,NA
Automatic Laser,SPELL/TRAP,Normal,Normal Trap,NA,NA
Autonomous Action Unit,SPELL/TRAP,Equip,Equip Spell,NA,NA
Autorokket Dragon,DARK,Dragon,Effect Monster,NA,NA
Avalanching Aussa,EARTH,Spellcaster,Effect Monster,NA,NA
Avalon,SPELL/TRAP,Normal,Normal Trap,NA,NA
Avatar of The Pot,EARTH,Rock,Effect Monster,NA,NA
Avendread Savior,DARK,Zombie,Link Monster,NA,NA
Avenging Knight Parshath,LIGHT,Fairy,Synchro Monster,NA,NA
"Avida, Rebuilder of Worlds",LIGHT,Cyberse,Effect Monster,NA,NA
Awakening of Nephthys,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Awakening of the Possessed,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Awakening of the Possessed - Gagigobyte,WATER,Reptile,Effect Monster,NA,NA
Awakening of the Possessed - Greater Inari Fire,FIRE,Pyro,Effect Monster,NA,NA
Awakening of the Possessed - Nefariouser Archfiend,EARTH,Beast,Effect Monster,NA,NA
Awakening of the Possessed - Rasenryu,WIND,Dragon,Effect Monster,NA,NA
Awakening of the Sacred Beasts,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Axe Dragonute,DARK,Dragon,Effect Monster,NA,NA
Axe of Despair,SPELL/TRAP,Equip,Equip Spell,NA,NA
Axe of Fools,SPELL/TRAP,Equip,Equip Spell,NA,NA
Axe Raider,EARTH,Warrior,Normal Monster,NA,NA
Aye-Iron,EARTH,Machine,Effect Monster,NA,NA
Ayers Rock Sunrise,SPELL/TRAP,Normal,Normal Spell,NA,NA
"Aztekipede, the Worm Warrior",EARTH,Insect,Effect Monster,NA,NA
Azure-Eyes Silver Dragon,LIGHT,Dragon,Synchro Monster,NA,NA
B-Buster Drake,LIGHT,Machine,Union Effect Monster,NA,NA
B. Dragon Jungle King,EARTH,Dragon,Normal Monster,NA,NA
B.E.F. Zelos,SPELL/TRAP,Field,Field Spell,NA,NA
B.E.S. Big Core,DARK,Machine,Effect Monster,NA,NA
B.E.S. Big Core MK-2,FIRE,Machine,Effect Monster,NA,NA
B.E.S. Big Core MK-3,LIGHT,Machine,Effect Monster,NA,NA
B.E.S. Blaster Cannon Core,EARTH,Machine,Effect Monster,NA,NA
B.E.S. Covered Core,EARTH,Machine,Effect Monster,NA,NA
B.E.S. Crystal Core,WATER,Machine,Effect Monster,NA,NA
B.E.S. Tetran,WIND,Machine,Effect Monster,NA,NA
Baba Barber,DARK,Fiend,Link Monster,NA,NA
Baby Dragon,WIND,Dragon,Normal Monster,NA,NA
Baby Raccoon Ponpoko,EARTH,Beast,Effect Monster,NA,NA
Baby Raccoon Tantan,EARTH,Beast,Flip Effect Monster,NA,NA
Baby Tiragon,EARTH,Dragon,XYZ Monster,NA,NA
Babycerasaurus,EARTH,Dinosaur,Effect Monster,NA,NA
Bachibachibachi,LIGHT,Insect,Effect Monster,NA,NA
Back to Square One,SPELL/TRAP,Normal,Normal Spell,NA,NA
Back to the Front,SPELL/TRAP,Normal,Normal Trap,NA,NA
Back-Up Rider,SPELL/TRAP,Normal,Normal Spell,NA,NA
Backfire,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Background Dragon,DARK,Dragon,Effect Monster,NA,NA
Backlinker,DARK,Cyberse,Effect Monster,NA,NA
Backs to the Wall,SPELL/TRAP,Normal,Normal Trap,NA,NA
Backup Operator,LIGHT,Cyberse,Effect Monster,NA,NA
Backup Secretary,LIGHT,Cyberse,Effect Monster,NA,NA
Backup Soldier,SPELL/TRAP,Normal,Normal Trap,NA,NA
Backup Squad,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Backup Supervisor,LIGHT,Cyberse,Link Monster,NA,NA
Backup Warrior,EARTH,Warrior,Effect Monster,NA,NA
Bacon Saver,DARK,Zombie,Effect Monster,NA,NA
Bad Aim,SPELL/TRAP,Normal,Normal Trap,NA,NA
Bad Luck Blast,SPELL/TRAP,Normal,Normal Trap,NA,NA
Bad Reaction to Simochi,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Bahamut Shark,WATER,Sea Serpent,XYZ Monster,NA,NA
Bait Doll,SPELL/TRAP,Normal,Normal Spell,NA,NA
Balance of Judgment,SPELL/TRAP,Normal,Normal Trap,NA,NA
Balancer Lord,LIGHT,Cyberse,Effect Monster,NA,NA
Ballista of Rampart Smashing,SPELL/TRAP,Equip,Equip Spell,NA,NA
Ballista Squad,SPELL/TRAP,Normal,Normal Trap,NA,NA
Balloon Lizard,EARTH,Reptile,Effect Monster,NA,NA
Bamboo Scrap,SPELL/TRAP,Normal,Normal Trap,NA,NA
Bandit,SPELL/TRAP,Keith,Skill Card,NA,NA
Banisher of the Light,LIGHT,Fairy,Effect Monster,NA,NA
Banisher of the Radiance,LIGHT,Fairy,Effect Monster,NA,NA
Banishment of the Darklords,SPELL/TRAP,Normal,Normal Spell,NA,NA
Banner of Courage,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Banquet of Millions,SPELL/TRAP,Normal,Normal Trap,NA,NA
Baobaboon,DARK,Plant,Effect Monster,NA,NA
"Barbar, Malebranche of the Burning Abyss",DARK,Fiend,Effect Monster,NA,NA
"Barbaroid, the Ultimate Battle Machine",EARTH,Machine,Fusion Monster,NA,NA
Bark of Dark Ruler,SPELL/TRAP,Normal,Normal Trap,NA,NA
Barkion's Bark,SPELL/TRAP,Normal,Normal Spell,NA,NA
Baron of the Fiend Sword,DARK,Fiend,Normal Monster,NA,NA
Barox,DARK,Fiend,Fusion Monster,NA,NA
Barrage Blast,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Barrel Behind the Door,SPELL/TRAP,Counter,Counter Trap,NA,NA
Barrel Dragon,DARK,Machine,Effect Monster,NA,NA
Barrel Lily,EARTH,Plant,Normal Monster,NA,NA
Barrel Rock,EARTH,Rock,Normal Monster,NA,NA
Barricadeborg Blocker,DARK,Machine,Link Monster,NA,NA
Barrier Resonator,LIGHT,Fiend,Tuner Monster,NA,NA
Barrier Statue of the Abyss,DARK,Fiend,Effect Monster,NA,NA
Barrier Statue of the Drought,EARTH,Rock,Effect Monster,NA,NA
Barrier Statue of the Heavens,LIGHT,Fairy,Effect Monster,NA,NA
Barrier Statue of the Inferno,FIRE,Pyro,Effect Monster,NA,NA
Barrier Statue of the Stormwinds,WIND,Winged Beast,Effect Monster,NA,NA
Barrier Statue of the Torrent,WATER,Aqua,Effect Monster,NA,NA
Barrier Wave,SPELL/TRAP,Normal,Normal Trap,NA,NA
Basal Rose Shoot,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Bashing Shield,SPELL/TRAP,Equip,Equip Spell,NA,NA
Basic Insect,EARTH,Insect,Normal Monster,NA,NA
"Basilius, Familiar of the Evil Eye",DARK,Fiend,Effect Monster,NA,NA
Bat,WIND,Machine,Normal Monster,NA,NA
Battery Charger,SPELL/TRAP,Normal,Normal Spell,NA,NA
Batteryman 9-Volt,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman AA,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman AAA,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman C,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman Charger,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman D,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman Fuel Cell,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman Industrial Strength,LIGHT,Thunder,Effect Monster,NA,NA
Batteryman Micro-Cell,LIGHT,Thunder,Flip Effect Monster,NA,NA
